countof,Datum,years,Monat,Bundesland,Bundesland_count,Bundesland_count_scale,Stadt,Vorfallsart,Kurzbeschreibung,Verletzte,Tote,bewohnt,Politisch motivierte Tat nach Polizei- einschätzung?,Einzeltäter,Tätergruppe,Täter_organisiert,Ersttäter,Wiederholungstäter,Täter_ortsansässig,Täter_zugereist,ermittelnde_Polizei,ermittelnde_Staats_anwaltschaft,Verfahren_eingestellt,Anklage_erhoben,Urteil,Uhrzeit,Einbruch_Eingedrungen,lat,lng,cunti
1,1/10/2016,2016,1,Bayern,2,5,Geroldsgrün,Sonstige Angriffe auf Unterkünfte,"Unbekannte betraten am Morgen gegen 7.00 Uhr das Gelände einer Asylunterkunft und verschafften sich Zugang zum Gebäude. Im Inneren des Gebäudes riefen sie lautstark ""Polizei"" und traten eine Zimmertür ein, entfernten aus einem Sicherungskasten die Sicherungen und verließen dann die Unterkunft wieder.",0,,,,,,,,,,,,,,,,,Geroldsgrün,50.336322,11.595388,1
1,1/15/2016,2016,1,Bayern,2,5,Neustadt an der Waldnaab,Sonstige Angriffe auf Unterkünfte,Unbekannte haben am Abend an der Eingangstür einer Asylunterkunft einen Glaseinsatz beschädigt. Der Sachschaden beträgt etwa 250 Euro.,0,,,,,,,,,,,,,,,,,Neustadt an der Waldnaab,49.732096,12.178127,1
1,1/23/2016,2016,1,Bayern,2,5,Ergoldsbach,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben die Einfahrt zu einer geplanten Asylunterkunft mit Hakenkreuzen, weiteren verbotenen, neonazistischen Symbolen sowie Parolen gegen Mitglieder der Bundesregierung beschmiert.",0,,,,,,,,,,,,,,,,,Ergoldsbach,48.691716,12.201252,1
1,8/6/2015,2015,8,Sachsen-Anhalt,14,6,Haldensleben,Brandanschlag,"Im Keller eines Wohnhauses, in dem in mehreren Wohnungen auch Asylsuchende dezentral untergebracht sind, bricht ein Feuer aus. Die Polizei ermittelt wegen des Verdachts auf Brandstiftung.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Bördekreis,Magdeburg,,nein,nein,nachts,nein,52.291088,11.41324,1
1,8/11/2015,2015,8,Sachsen-Anhalt,14,6,Haldensleben,Brandanschlag,"In einem Wohnhaus, in dem in mehreren Wohnungen Asylsuchende leben, brennt es zum zweiten Mal innerhalb einer Woche. Wieder bricht das Feuer im Keller aus. Die Feuerwehr geht von Brandstiftung aus.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Bördekreis,Magdeburg,,nein,nein,nachts,nein,52.291088,11.41324,1
1,2/15/2015,2015,2,Sachsen-Anhalt,14,6,Magdeburg,Sachbeschädigung,Unbekannte treten in einer geplanten Flüchtlingsunterkunft eine Balkontür ein und zerstören Fensterscheiben. Seitdem wird das Gebäude von einem Wachschutz gesichert. ,0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Direktion Sachsen-Anhalt Nord,  Magdeburg,,nein,nein,,nein,52.131589,11.639961,1
1,2/24/2015,2015,2,Sachsen-Anhalt,14,6,Magdeburg,Sachbeschädigung,Unbekannte werfen die Scheibe einer Asylbewerberunterkunft ein. In der selben Nacht beobachtet der Wachdienst zwei junge Männer beim Abbrennen von Feuerwerkskörpern. Sie skandieren ausländerfeindliche Parolen.,0,0,ja,ja,nein,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt, Direktion Sachsen-Anhalt Nord,  Magdeburg,,nein,nein,,nein,52.131589,11.639961,1
1,8/27/2015,2015,8,Sachsen-Anhalt,14,6,Oschersleben,Brandanschlag,Unbekannte setzen vor einer Asylunterkunft mehrere Mülltonnen in Brand. Laut der Polizei wurden die brennenden Behälter vorsätzlich nah an das Gebäude gestellt.,0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Bördekreis,Magdeburg,,nein,nein,nachts,nein,52.032509,11.262786,1
1,9/21/2015,2015,9,Sachsen-Anhalt,14,6,Oschersleben,Sachbeschädigung,Angreifer werfen eine Flasche gegen das Fenster eines Mehrfamilienhauses mit syrischen Geflüchteten. Die äußere Fensterscheibe der Doppelverglasung geht zu Bruch. Aufgrund von Zeugenaussagen können vier Verdächtige ermittelt werden.,0,0,ja,ja,nein,ja,unbekannt,nein,ja,ja,nein,Bördekreis,Magedeburg,,nein,nein,nachts,nein,52.032509,11.262786,1
1,7/20/2015,2015,7,Sachsen-Anhalt,14,6,Halberstadt,Sachbeschädigung,"Zeugen beobachten drei junge Männer im Alter von 19 bis 26 Jahren, wie sie Steine sammeln – gleich in der Nähe von Zelten, in denen Flüchtlinge untergekommen sind. Die Polizei wird alarmiert. Nach kurzer Flucht werden die mutmaßlichen Täter gestellt. Sie haben Steine, zwei Druckluftwaffen sowie Plakate der Partei Die Rechte bei sich. Sie gehören zu einer Gruppe, die Tage zuvor Zelte und Flüchtlingsunterstützer mit Steinen beworfen hatte.",0,0,ja,ja,nein,ja,unbekannt,unbekannt,ja,,,,,,nein,,,,51.892656,11.055452,1
1,12/20/2015,2015,12,Sachsen-Anhalt,14,6,Wittenberg,Sachbeschädigung,Unbekannte brechen am Abend um 20.30 Uhr in eine geplante Flüchtlingsunterkunft in Wittenberg ein und verteilen dort eine stinkende Flüssigkeit. Sie entkommen unerkannt. Die Polizei ermittelt wegen Sachbeschädigung.,0,0,,unklar,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeidirektion Sachsen-Anhalt Ost,Staatsanwaltschaft Dessau-Roßlau,nein,nein,nein,20.30 Uhr,ja,51.868222,12.611072,1
1,12/28/2015,2015,12,Sachsen-Anhalt,14,6,Gräfenhainichen,Sachbeschädigung,"Rund zehn Tage nachdem die geplante Flüchtlingsunterkunft in Gräfenhainichen unter Wasser gesetzt worden war, werfen Unbekannte mehrere Scheiben des Gebäudes ein. Die Polizei ermittelt wegen Sachbeschädigung.",0,0,nein,unklar,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeidirektion Sachsen-Anhalt Ost,Dessau-Roßlau,nein,nein,nein,19.51 Uhr,nein,51.729375,12.455428,1
1,12/17/2015,2015,12,Sachsen-Anhalt,14,6,Gräfenhainichen,Wasserschaden,Unbekannte brechen in eine geplante Flüchtlingsunterkunft in Gräfenhainichen ein und drehen Wasserhähne im Obergeschoss auf. Das Wasser richtet erheblichen Schaden an. Die Polizei nimmt Ermittlungen wegen Sachbeschädigung auf.,0,0,nein,unklar,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeidirektion Sachsen-Anhalt Ost,Staatsanwaltschaft Dessau-Roßlau,nein,nein,nein,unklar,ja,51.716377,12.409093,1
1,8/29/2015,2015,8,Sachsen-Anhalt,14,6,Helbra,Sachbeschädigung,"Acht Männer klettern über die Umzäunung einer Flüchtlingsunterkunft und werfen Steine gegen die Fassade und Fenster. Ein Fenster geht zu Bruch. Die Täter versuchen, in das Gebäude einzudringen. Die Polizei fahndet mit einem Phantombild.",0,0,ja,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Mansfeld-Südharz,Halle,,nein,nein,04.00 Uhr,nein,51.556761,11.493251,1
1,11/7/2015,2015,11,Sachsen-Anhalt,14,6,Peißen,Brandanschlag,"Unbekannte werfen Molotowcocktails in ein leer stehendes Gebäude, das als Unterkunft für Asylbewerber in Betracht kommt. Es entstehen Rußschwaden an Wänden, zu einem offenen Brand kommt es nicht. Die Polizei sichert Spuren, auch ein Fährtenhund kommt zum Einsatz.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Halle,Magdeburg,,nein,nein,zwischen 19 Uhr und 21 Uhr,ja,51.510722,12.051572,1
1,1/17/2015,2015,1,Sachsen-Anhalt,14,6,Sangerhausen,Tätlicher Angriff,"Drei Unbekannte dringen in das Asylbewerberheim ein, betreten das Zimmer zweier Einwohner, geben sich als Sozialarbeiter aus und bedrängen die Bewohner. Nachdem diese damit drohen, die Polizei zu rufen, fliehen die Eindringlinge, nicht ohne die Zimmertür noch mit Eiern zu beschmeißen. Ermittelt werden sie nicht, das Verfahren wird eingestellt.",0,0,ja,unbekannt,nein,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,,  Halle,ja,nein,nein,09.00 Uhr,ja,51.47298,11.298185,1
1,7/22/2015,2015,7,Sachsen-Anhalt,14,6,Sangerhausen,Sachbeschädigung,Jugendliche werfen Steine auf ein Asylbewerberheim. Die Bewohner der Unterkunft können die Angreifer zunächst vertreiben. Später kehren zwei junge Männer und zwei Frauen zurück und rufen fremdenfeindliche Parolen. Einer der Männer zeigt den Hitlergruß. Gegen ihn läuft ein Verfahren wegen des Verwendens von Kennzeichen verfassungswidriger Organisationen.,0,0,ja,ja,nein,ja,unbekannt,ja,nein,ja,nein,Mansfeld-Südharz,Halle,,ja,nein,früher Morgen,nein,51.47298,11.298185,1
1,8/30/2015,2015,8,Sachsen-Anhalt,14,6,Merseburg,Brandanschlag,Auf ein interkulturelles Begegnungszentrum wird ein Brandanschlag verübt. Unbekannte hanem eine Spraydose mit einem Ameisenbekämpfungsmittel an der Eingangstür verkeilt und diese angezündet. Zwei Bewohner können das Feuer löschen. An der Eingangstür entsteht ein Sachschaden. Die Ermittlungen sind mittlerweile eingestellt.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Saalekreis,Halle,ja,nein,nein,23.00 Uhr,nein,51.356441,11.996148,1
1,4/4/2015,2015,4,Sachsen-Anhalt,14,6,Tröglitz,Brandanschlag,"Auf eine geplante Asylunterkunft wird ein Brandanschlag verübt. Einer oder mehrere Täter seien dazu in das Mehrfamilienhaus eingebrochen, teilt die Polizei mit. Das Feuer wurde vermutlich mit Brandbeschleunigern gelegt, der ausgebaute Dachstuhl wurde zerstört. Die Staatsanwaltschaft stuft das Feuer als ""definitiv besonders schwere Brandstiftung"" ein. ",0,0,ja,unbekannt,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,keine Auskunft,,Halle,,nein,nein,02.00 Uhr,ja,51.056145,12.17783,1
1,1/2/2016,2016,1,Sachsen-Anhalt,14,6,Eichstedt,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben mit einem Böller den Briefkasten einer aus Syrien geflüchteten Familie gesprengt. Die Polizei gab den Vorfall erst gut zwei Wochen später bekannt, als die Zeitung",0,,,,,,,,,,,,,,,,,Eichstedt,52.672026,11.861136,1
1,1/6/2016,2016,1,Sachsen-Anhalt,14,6,Nienburg,Sonstige Angriffe auf Unterkünfte,"Unbekannte haben in der Nacht gegen 3 Uhr Asylsuchende im Ortsteil Gerbitz bedroht. Laut Aussagen der Geflüchteten schlich eine Gruppe von vier Personen nachts um die Unterkunft, in der zurzeit 16 Menschen leben. Mit Baseballschlägern hätten die Eindringlinge an die Scheiben und Fenstersimse geklopft. Als der Vater einer aus Syrien geflohenen Familie aus dem Badezimmerfenster schaute, sei er beschimpft und bedroht worden.",0,,,,,,,,,,,,,,,,,Nienburg,52.638092,9.208416,1
1,1/16/2016,2016,1,Sachsen-Anhalt,14,6,Gräfenhainichen,Sonstige Angriffe auf Unterkünfte,Unbekannte haben in der Nacht mit Pflastersteinen zwei Scheiben in der geplanten Asylunterkunft eingeworfen. In den vergangenen Wochen kam es immer wieder zu Angriffen auf das Gebäude.,0,,,,,,,,,,,,,,,,,Gräfenhainichen,51.728978,12.453511,1
1,1/2/2016,2016,1,Sachsen-Anhalt,14,6,Gräfenhainichen,Sonstige Angriffe auf Unterkünfte,Erneut ist die geplante Asylunterkunft Ziel eines Angriffs geworfen. Unbekannte warfen einen großen Stein auf die Tür des Gebäudes. Dadurch enstand ein Sachschaden in Höhe von mehreren tausend Euro. Es war bereits der dritte Angriff auf die geplante Unterkunft in wenigen Tagen. Nachdem Unbekannt des Gebäude,0,,,,,,,,,,,,,,,,,Gräfenhainichen,51.728978,12.453511,1
1,1/23/2016,2016,1,Sachsen-Anhalt,14,6,Bismarck,Sonstige Angriffe auf Unterkünfte,"Unbekannte drangen in eine noch unbewohnte Asylunterkunft ein. In fünf von zehn Wohnungen drehten die Eindringlinge sämtliche Wasserhähne auf. Durch das Wasser, das sich im Keller sammelte, entstand ein Schaden von schätzungsweise 30.000 Euro.",0,,,,,,,,,,,,,,,,,Bismarck,51.536446,7.114968,1
1,1/1/2016,2016,1,Sachsen-Anhalt,14,6,Merseburg,Sonstige Angriffe auf Unterkünfte,In der Silvesternacht randalierte eine Gruppe von zwanzig Personen vor der Asylunterkunft in der Otto-Lilienthal-Straße. Aus der Gruppe heraus flogen Böller auf das Gelände der Unterkunft und die davor positionierten Polizeibeamten. Diese wurden zudem mit einer Bierflasche beworfen und beleidigt. Außerdem kam es aus der Gruppe der Angreifer heraus zu rassistischen Aussagen. Die Polizei erstattete Anzeige gegen drei Personen und sprach einen Platzverweis aus.,0,,,,,,,,,,,,,,,,,Merseburg,51.356328,11.991746,1
1,1/12/2016,2016,1,Sachsen-Anhalt,14,6,Braunsbedra,Sonstige Angriffe auf Unterkünfte,Drei Männer haben aus einem benachbarten Gebäude heraus eine Asylunterkunft im Ortsteil Krumpa mit Feuerwerkskörpern beschossen. Außerdem skandierten sie rassistische Parolen.,0,,,,,,,,,,,,,,,,,Braunsbedra,51.285941,11.890078,1
1,4/20/2015,2015,4,Berlin,3,7,Berlin-Buch,Tätlicher Angriff,,0,,nein,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.635177,13.490794,1
1,11/21/2015,2015,11,Berlin,3,7,Berlin Marzahn - Hellersdorf,Tätlicher Angriff,,0,0,ja,,,,,,,,,,,,,,,,52.543562,13.550560,1
1,8/20/2015,2015,8,Berlin,3,7,Berlin-Marzahn,Brandanschlag,"Auf eine Containersiedlung für Flüchtlinge wird ein Brandanschlag verübt. Ein Wachmann der Einrichtung entdeckt fünf dunkel gekleidete Personen mit brennenden Holzlatten in Händen. Als er die Gruppe anschreit, werfen sie die brennenden Latten über den Zaun. Laut Polizei landen insgesamt neun Brandsätze auf dem Rasen. Die Gebäude werden nicht beschädigt. In der Nähe des Tatorts nimmt die Polizei mehrere Tatverdächtige fest. ",0,0,unbekannt,Ja,nein,ja,ja,nein,ja,ja,nein,Landeskriminalamt  ,Berlin,Nein,nein,nein,0.9895833333,nein,52.543404,13.554282,1
1,9/9/2015,2015,9,Berlin,3,7,Berlin-Marzahn,Brandanschlag,"Eine Bengalo-Fackel fliegt über einen Zaun einer Flüchtlingsunterkunft. Die Polizei tritt die Fackel aus, der Staatsschutz ermittelt.",0,0,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt  ,Berlin,,nein,nein,00:10,Nein,52.543404,13.554282,1
1,9/13/2015,2015,9,Berlin,3,7,Berlin-Marzahn,Tätlicher Angriff,"Randale vor dem Flüchtlingsheim am Blumberger Damm. Ausländerfeindliche Sprüche fallen, der Hitlergruß wird gezeigt. Ein Teil der Gruppe zieht weiter zu einer anderen Unterkunft. Mehrere Unbekannte versuchen gegen drei Uhr, in das Flüchtlingsheim zu gelangen, werden aber vom Sicherheitsdienst daran gehindert. Ein Sicherheitsmann wird mit einer Flasche beworfen. Die Polizei kann die Täter fassen.",0,0,unbekannt,Ja,nein,ja,unbekannt,nein,nein,ja,nein,Landeskriminalamt  ,Berlin,,nein,nein,02:50,nein,52.543404,13.554282,1
1,5/15/2015,2015,5,Berlin,3,7,Berlin-Hellersdorf,Sachbeschädigung,"Unbekannte klettern über den Zaun eines Grundstücks, auf dem eine Flüchtliungsunterkunft entstehen soll. Sie beschädigen Wasserleitungen. Die Ermittler finden ein Flugblatt (""Nein zum Heim"") am Tatort. Der Sachschaden beträgt 100 Euro. ",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt PMK Berlin,Berlin,nein,nein,nein,unbekannt,ja,52.533298,13.6,1
1,1/3/2015,2015,1,Berlin,3,7,Berlin,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.517037,13.38886,1
1,1/14/2015,2015,1,Berlin,3,7,Berlin,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.517037,13.38886,1
1,1/18/2015,2015,1,Berlin,3,7,Berlin,Sachbeschädigung,In einer Flüchtlungsunterkunft zünden Unbekannten Papierzettel an einer Holztür an. Die Tür wird beschädigt. Die Heimbewohner löschen den Brand. ,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt PMK Berlin,Berlin,,nein,nein,Unbekannt,nein,52.517037,13.38886,1
1,4/26/2015,2015,4,Berlin,3,7,Berlin,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.517037,13.38886,1
1,4/30/2015,2015,4,Berlin,3,7,Berlin,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.517037,13.38886,1
1,5/10/2015,2015,5,Berlin,3,7,Berlin,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.517037,13.38886,1
1,6/12/2015,2015,6,Berlin,3,7,Berlin-Charlottenburg,Brandanschlag,"Unbekannte kippen Benzin durch das Fenster einer mit 240 Menschen bewohnten Flüchtlingsunterkunft, zünden das Benzin aber nicht an. Niemand kommt zu Schaden. Tatverdächtige gibt es keine.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt PMK Berlin,Berlin,Ja,nein,nein,Unbekannt,Nein,52.514713,13.303984,1
1,3/23/2015,2015,3,Berlin,3,7,Berlin-Kreuzberg,Brandanschlag,"Unbekannte werfen einen Molotow-Cocktail auf das Gelände der besetzten Gerhart-Hauptmann-Schule. Kleidungsstücke fangen Feuer und brennen ab. Ein Wachmann, der in der Nähe steht, bleibt unverletzt. ",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Landeskriminalamt PMK Berlin,Berlin,ja,nein,nein,unbekannt,nein,52.496105,13.389824,1
1,11/10/2015,2015,11,Berlin,3,7,Berlin-Köpenick,Sachbeschädigung,Ein Unbekannter feuert in der Nacht mit einer Luftdruckwaffe auf eine Flüchtlingsunterkunft. Die Kugeln prallen ab. Die Polizei stellt zwei Geschosse sicher. Der Täter ist auf freiem Fuß. ,0,0,ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Berlin,Berlin,Nein,Nein,Nein,22:30,Nein,52.445954,13.593660,1
1,1/8/2015,2015,1,Berlin,3,7,Berlin-Köpenick,Sachbeschädigung,,0,,unbekannt,,,,,,,,,Landeskriminalamt PMK Berlin,Berlin,,nein,,,,52.444134,13.579581,1
1,11/9/2015,2015,11,Berlin,3,7,Berlin-Köpenick,Sachbeschädigung,Ein Flüchtlingsheim in Berlin-Köpenick wird abends von einem unbekannten Täter mit einem Luftgewehr beschossen. Die Kugeln prallen an einem Fenster ab. Verletzt wird niemand. Zwei der Geschosse können Polizisten sicherstellen.,0,0,ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Landeskriminalamt PMK Berlin,Berlin,Nein,Nein,Nein,22:30 Uhr,nein,52.444134,13.579581,1
1,1/15/2016,2016,1,Berlin,3,7,Berlin-Falkenberg,Sonstige Angriffe auf Unterkünfte,"Fünf Unbekannte betraten am Abend das Gelände der Asylunterkunft am Hausvaterweg. Einer von ihnen schlug mit einem Hammer eine Scheibe des Eingangscontainers ein. Ein Sicherheitsdienstmitarbeiter, der sich in dem Container aufhielt, wurde von Glassplittern an der Hand verletzt. Anschließend flüchteten die Angreifer.",0,,,,,,,,,,,,,,,,,Berlin-Falkenberg,52.578193,13.547681,1
1,1/29/2016,2016,1,Berlin,3,7,"Neukölln, Berlin",Sonstige Angriffe auf Unterkünfte,"Unbekannte haben eine Fensterscheibe im Flur einer Asylunterkunft zerstört. Die Polizei vermutet, dass der Täter mit einer Luftdruckwaffe auf die Scheibe schoss.",0,,,,,,,,,,,,,,,,,"Neukölln, Berlin",52.440771,13.444507,1
1,11/19/2015,2015,11,Niedersachsen,9,8,Fredenbeck,Brandanschlag,"Feuer in zwei Flüchtlingsunterkünften: In einer Containersiedlung, in der elf Menschen leben, brennen sechs der zwölf Container aus. Und in einem ehemaligen Hotel zünden die Täter in mehreren Räumen Gardinen und Möbel an. Die zwölf Bewohner retten sich ins Freie. Bei dem Containerbrand halten die Ermitter auch einen Bewohner als Täter für möglich.",0,0,ja,,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Kripo Stade,Stade,nein,nein,nein,nachts,ja,53.517332,9.399545,1
1,4/4/2015,2015,4,Niedersachsen,9,8,Upgant-Schott,Sachbeschädigung,"Ein Unbekannter beschädigt die Glasscheibe der Haustür eines Wohnhauses, in dem Migranten leben und verursacht etwa 150 Euro Schaden. Ein genaues Motiv können die Ermittler nicht feststellen. Die Bewohner gelten im Ort als gut integriert.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Aurich,Hannover,,nein,nein,0.25 Uhr,nein,53.506754,7.258658,1
1,11/28/2015,2015,11,Niedersachsen,9,8,Moordorf,Tätlicher Angriff,"Zwei 17 und 18 Jahre alte Männer rufen ausländerfeindliche Parolen gegenüber einer Flüchtlingsunterkunft im Schultrift. Helfer des Roten Kreuzes rufen die Polizei, wollen die beiden zur Rede stellen, laufen ihnen hinterher. Die beiden Täter bekommen Verstärkung durch einen Dritten, ebenfalls 18 Jahre alt. Zu dritt greifen sie die Helfer an und leisten auch Widerstand gegen die Polizei, die inzwischen eintrifft. Die drei werden festgenommen. Sie waren der Polizei bereits wegen Köperverletzungen bekannt, beim Staatsschutz aber bislang nicht aufgefallen. Die Ermittlung läuft.",0,0,ja,ja,nein,ja,nein,nein,nein,ja,nein,Polizeiinspektion Aurich,Aurich,nein,nein,,18.35 Uhr,nein,53.4814815,7.3954566,1
1,8/30/2015,2015,8,Niedersachsen,9,8,Harsefeld,Sachbeschädigung,Unbekannte werfen einen Feuerwerkskörper in ein halb geöffnetes Fenster einer Unterkunft. Die Polizei kann niemanden ermitteln und stellt das Verfahren ein.,0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Stade,,ja,nein,nein,unbekannt,nein,53.452548,9.501811,1
1,9/20/2015,2015,9,Niedersachsen,9,8,Harsefeld,Sachbeschädigung,"Unbekannte werfen einen Stein in das Fenster einer Flüchtlungsunterkunft. Die Polizei kann keine Täter ermitteln, das Verfahren wird eingestellt.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Stade,,ja,nein,nein,unbekannt,nein,53.452548,9.501811,1
1,12/5/2015,2015,12,Niedersachsen,9,8,Wiesmoor,Sachbeschädigung,"Ein Mehrfamilienhaus in Wiesmoor, die untere Etage bewohnen Flüchtlinge. Für Außenstehende ist das Haus nicht als Asylunterkunft zu erkennen, es müssen Ortskundige sein, die dort mit einer Hantelstange eine Fensterscheibe einwerfen. Niemand wird verletzt. Der Eigentümer des Hauses setzt eine Belohnung von 1.000 Euro aus, trotzdem gibt es keine Hinweise, die Polizei findet keine Täter.",0,0,Ja,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,Unbekannt,wahrscheinlich,unwahrscheinlich,Polizeiinspektion Aurich,Aurich,nein,nein,,03.00 Uhr,nein,53.399583,7.738635,1
1,10/27/2015,2015,10,Niedersachsen,9,8,Schneverdingen,Sachbeschädigung,"Ein Mann versucht, den Zaun des Gemeindehauses, das als Unterkunft dient, mit Brandbeschleuniger anzustecken. Ein Zeuge beobachtet ihn dabei, kann den Brand löschen und den Verdächtigen verfolgen. Die Polizei ermittelt mit großem Aufwand, befragt auch den Verdächtigen, kann ihm die Tat jedoch nicht nachweisen und muss ihn laufen lassen. Das Verfahren ist eingestellt.",0,0,ja,ja,ja,nein,nein,nein,nein,ja,nein,Polizeiinspektion Heidekreis,,ja,nein,nein,,nein,53.113782,9.796930,1
1,12/25/2015,2015,12,Niedersachsen,9,8,Friesoythe,Sachbeschädigung,"Eine Gruppe Jugendliche knallt und böllert wenige Tage vor Sylvester. Dabei fliegt ein Knaller gegen ein Fenster einer Füchtlingsunterkunft im Ortsteil Kampe, am Fensterrahmen sind anschließend schwarze Spuren zu sehen. Fremdenfeindlich? Nein, sagt die Polizei, nur offensichtlich unsensible Jugendliche, die Blödsinn machten.",0,0,ja,nein,nein,ja,nein,ja,nein,ja,nein,Polizeiinspektion Cloppenburg/Vechta,,,nein,,1.00 Uhr,nein,53.081662,7.839762,1
1,12/13/2015,2015,12,Niedersachsen,9,8,Bad Bevensen,Brandanschlag,"In einem ehemaligen Supermarkt brennt der Dachstuhl, gleichzeitig werden die Wasserhähne aufgedreht, um noch mehr Schaden zu verursachen. Die Polizei geht davon aus, dass die Taten zusammenhängen und dass sie das Gebäude zerstören sollten, damit keine Flüchtlinge dort untergebracht werden können. Beweise dafür aber hat sie noch nicht gefunden. Sie ist sich nicht einmal sicher, dass der Brand absichtlich gelegt wurde, Brandexperten des LKA Niedersachsen konnten einen technischen Defekt nicht ausschließen.",0,0,nein,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Polizeiinspektion Lüneburg,Lüneburg,nein,nein,,nachts,ja,53.057962,10.611154,1
1,11/19/2015,2015,11,Niedersachsen,9,8,Barnstorf,Brandanschlag,Ein Unbekannter legt mit einem brennenden Stück Stoff Feuer in einem Abstellraum eines Wohnhauses für Flüchtlinge. Ein Bewohner bemerkt das Feuer rechtzeitig und kann es löschen. In dem Haus wohnen elf Asylbewerber.,0,0,ja,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Staatsschutz ,Verden,nein,nein,nein,Abend,ja,52.714365,8.499052,1
1,12/19/2015,2015,12,Niedersachsen,9,8,Lingen (Ems),Brandanschlag,"Am Nebeneingang einer Schulmensa brennen dort abgestellte Kartons. Ein Mitarbeiter sieht das Feuer und löscht es. Neben der Mensa ist eine als Notunterkunft genutzte Turnhalle. Ob es einen Zusammenhang zwischen beiden gibt, ist nicht klar. Täter oder Hinweise hat die Polizei bislang nicht. Ob jemand aus Versehen eine Zigarettenkippe in die Kartons schmiss oder sie absichtlich anzündete, um die Flüchtlinge zu treffen, könne man nicht sagen. Die Ermittlunen laufen weiter, eine potenzielle Zeugin wird noch gesucht. Doch klingt die Polizei nicht so, als habe sie Hoffnung, mehr darüber zu erfahren.",0,0,ja,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,unbekannt,Lingen (Ems),,nein,nein,,06.20 Uhr,nein,52.522135,7.334449,1
